state,gender,year,name,occurrences
CT,M,2015,Charlie,20
CT,M,2016,Charlie,15
CT,M,2017,Charlie,20
CT,M,2018,Charlie,22
CT,M,2019,Charlie,23
CT,M,2019,Oakley,5
CT,M,2020,Charlie,22
CT,M,2020,Oakley,5
CT,M,2021,Charlie,32
CT,M,2022,Charlie,29
DC,F,2014,Charlie,5
DC,F,2016,Charlie,7
DC,F,2017,Charlie,13
DC,F,2018,Charlie,5
DC,F,2019,Charlie,13
DC,F,2022,Charlie,10
DC,M,1915,Charlie,5
DC,M,1950,Charlie,6
DC,M,1951,Charlie,5
DC,M,1952,Charlie,6
DC,M,1955,Charlie,5
DC,M,1956,Charlie,5
DC,M,1958,Charlie,5
DC,M,1959,Charlie,6
DC,M,1961,Charlie,6
DC,M,1962,Charlie,9
DC,M,1963,Charlie,6
DC,M,1964,Charlie,9
DC,M,1965,Charlie,5
DC,M,1968,Charlie,6
DC,M,1970,Charlie,6
DC,M,1971,Charlie,6
DC,M,1977,Charlie,5
DC,M,1979,Charlie,5
DC,M,1981,Charlie,5
DC,M,1982,Charlie,6
DC,M,2011,Charlie,7
DC,M,2013,Charlie,5
DC,M,2015,Charlie,13
DC,M,2017,Charlie,6
DC,M,2018,Charlie,5
DC,M,2021,Charlie,11
DC,M,2022,Charlie,11
DE,F,2017,Charlie,8
DE,F,2020,Charlie,6
DE,F,2021,Charlie,9
FL,F,1917,Charlie,6
FL,F,1919,Charlie,6
FL,F,1921,Charlie,5
FL,F,1922,Charlie,8
FL,F,1923,Charlie,7
FL,F,1924,Charlie,7
FL,F,1925,Charlie,6
FL,F,1926,Charlie,11
FL,F,1927,Charlie,13
FL,F,1928,Charlie,8
FL,F,1929,Charlie,12
FL,F,1930,Charlie,9
FL,F,1931,Charlie,11
FL,F,1932,Charlie,8
FL,F,1933,Charlie,8
FL,F,1934,Charlie,8
FL,F,1935,Charlie,9
FL,F,1936,Charlie,9
FL,F,1937,Charlie,10
FL,F,1938,Charlie,8
FL,F,1939,Charlie,11
FL,F,1940,Charlie,9
FL,F,1941,Charlie,7
FL,F,1942,Charlie,6
FL,F,1943,Charlie,8
FL,F,1944,Charlie,15
FL,F,1946,Charlie,8
FL,F,1947,Charlie,7
FL,F,1948,Charlie,9
FL,F,1949,Charlie,11
FL,F,1951,Charlie,7
FL,F,1952,Charlie,10
FL,F,1953,Charlie,5
FL,F,1954,Charlie,8
FL,F,1955,Charlie,8
FL,F,1956,Charlie,8
FL,F,1958,Charlie,5
FL,F,1960,Charlie,5
FL,F,1963,Charlie,6
FL,F,1964,Charlie,6
FL,F,1969,Charlie,5
FL,F,1978,Charlie,5
FL,F,1979,Charlie,8
FL,F,1982,Charlie,5
FL,F,1986,Charlie,7
FL,F,1987,Charlie,5
FL,F,1990,Charlie,7
FL,F,1991,Charlie,6
FL,F,1992,Charlie,7
FL,F,1995,Charlie,7
FL,F,1996,Charlie,5
FL,F,1997,Charlie,5
FL,F,1999,Charlie,6
FL,F,2000,Charlie,8
FL,F,2002,Charlie,6
FL,F,2003,Charlie,5
FL,F,2004,Charlie,7
FL,F,2005,Charlie,13
FL,F,2006,Charlie,11
FL,F,2007,Charlie,12
FL,F,2008,Charlie,11
FL,F,2009,Charlie,15
FL,F,2010,Charlie,25
FL,F,2011,Charlie,33
FL,F,2012,Charlie,40
FL,F,2012,Oakley,6
FL,F,2013,Charlie,32
FL,F,2013,Oakley,6
FL,F,2014,Charlie,51
FL,F,2014,Oakley,6
FL,F,2015,Charlie,67
FL,F,2015,Oakley,6
FL,F,2016,Charlie,69
FL,F,2016,Oakley,12
FL,F,2017,Charlie,78
FL,F,2017,Oakley,20
FL,F,2018,Charlie,81
FL,F,2018,Oakley,18
FL,F,2019,Charlie,108
FL,F,2019,Oakley,26
FL,F,2020,Charlie,81
FL,F,2020,Oakley,41
FL,F,2021,Charlie,78
FL,F,2021,Oakley,45
FL,F,2022,Charlie,104
FL,F,2022,Oakley,52
FL,M,1910,Charlie,40
FL,M,1911,Charlie,31
FL,M,1912,Charlie,46
FL,M,1913,Charlie,52
FL,M,1914,Charlie,70
FL,M,1915,Charlie,49
FL,M,1916,Charlie,72
FL,M,1917,Charlie,53
FL,M,1918,Charlie,70
FL,M,1919,Charlie,67
FL,M,1920,Charlie,71
FL,M,1921,Charlie,72
FL,M,1922,Charlie,70
FL,M,1923,Charlie,69
FL,M,1924,Charlie,64
FL,M,1925,Charlie,85
FL,M,1926,Charlie,80
FL,M,1927,Charlie,99
FL,M,1928,Charlie,77
FL,M,1929,Charlie,62
FL,M,1930,Charlie,62
FL,M,1931,Charlie,66
FL,M,1932,Charlie,59
FL,M,1933,Charlie,70
FL,M,1934,Charlie,56
FL,M,1935,Charlie,51
FL,M,1936,Charlie,57
FL,M,1937,Charlie,48
FL,M,1938,Charlie,55
FL,M,1939,Charlie,56
FL,M,1940,Charlie,71
FL,M,1941,Charlie,58
FL,M,1942,Charlie,77
FL,M,1943,Charlie,66
FL,M,1944,Charlie,57
FL,M,1945,Charlie,71
FL,M,1946,Charlie,84
FL,M,1947,Charlie,91
FL,M,1948,Charlie,78
FL,M,1949,Charlie,71
FL,M,1950,Charlie,79
FL,M,1951,Charlie,79
FL,M,1952,Charlie,70
FL,M,1953,Charlie,74
FL,M,1954,Charlie,71
FL,M,1955,Charlie,77
FL,M,1956,Charlie,94
FL,M,1957,Charlie,83
FL,M,1958,Charlie,71
FL,M,1959,Charlie,75
FL,M,1960,Charlie,72
FL,M,1961,Charlie,64
FL,M,1962,Charlie,74
FL,M,1963,Charlie,71
FL,M,1964,Charlie,68
FL,M,1965,Charlie,67
FL,M,1966,Charlie,66
FL,M,1967,Charlie,43
FL,M,1968,Charlie,47
FL,M,1969,Charlie,61
FL,M,1970,Charlie,46
FL,M,1971,Charlie,32
FL,M,1972,Charlie,40
FL,M,1973,Charlie,39
FL,M,1974,Charlie,31
FL,M,1975,Charlie,40
FL,M,1976,Charlie,36
FL,M,1977,Charlie,45
FL,M,1978,Charlie,47
FL,M,1979,Charlie,42
FL,M,1980,Charlie,36
FL,M,1981,Charlie,49
FL,M,1982,Charlie,34
FL,M,1983,Charlie,31
FL,M,1984,Charlie,31
FL,M,1985,Charlie,42
FL,M,1986,Charlie,41
FL,M,1987,Charlie,30
FL,M,1988,Charlie,31
FL,M,1989,Charlie,34
FL,M,1990,Charlie,37
FL,M,1991,Charlie,35
FL,M,1992,Charlie,28
FL,M,1993,Charlie,21
FL,M,1994,Charlie,23
FL,M,1995,Charlie,31
FL,M,1996,Charlie,26
FL,M,1997,Charlie,34
FL,M,1998,Charlie,28
FL,M,1999,Charlie,28
FL,M,2000,Charlie,25
FL,M,2001,Charlie,29
FL,M,2002,Charlie,24
FL,M,2003,Charlie,30
FL,M,2004,Charlie,38
FL,M,2005,Charlie,38
FL,M,2006,Charlie,37
FL,M,2006,Oakley,6
FL,M,2007,Charlie,42
FL,M,2008,Charlie,36
FL,M,2009,Charlie,43
FL,M,2010,Charlie,51
FL,M,2010,Oakley,6
FL,M,2011,Charlie,67
FL,M,2011,Oakley,8
FL,M,2012,Charlie,44
FL,M,2012,Oakley,5
FL,M,2013,Charlie,44
FL,M,2013,Oakley,8
FL,M,2014,Charlie,50
FL,M,2014,Oakley,10
FL,M,2015,Charlie,61
FL,M,2015,Oakley,18
FL,M,2016,Charlie,54
FL,M,2016,Oakley,14
FL,M,2017,Charlie,62
FL,M,2017,Oakley,17
FL,M,2018,Charlie,50
FL,M,2018,Oakley,27
FL,M,2019,Charlie,70
FL,M,2019,Oakley,23
FL,M,2020,Charlie,73
FL,M,2020,Oakley,27
FL,M,2021,Charlie,99
FL,M,2021,Oakley,36
FL,M,2022,Charlie,76
FL,M,2022,Oakley,36
GA,F,1910,Charlie,17
GA,F,1911,Charlie,13
GA,F,1912,Charlie,22
GA,F,1913,Charlie,17
GA,F,1914,Charlie,27
GA,F,1915,Charlie,34
GA,F,1916,Charlie,35
GA,F,1917,Charlie,37
GA,F,1918,Charlie,46
GA,F,1919,Charlie,57
GA,F,1920,Charlie,46
GA,F,1921,Charlie,34
GA,F,1922,Charlie,56
GA,F,1923,Charlie,42
GA,F,1924,Charlie,41
GA,F,1925,Charlie,53
GA,F,1926,Charlie,41
GA,F,1927,Charlie,42
GA,F,1928,Charlie,46
GA,F,1929,Charlie,41
GA,F,1930,Charlie,50
GA,F,1931,Charlie,42
GA,F,1932,Charlie,45
GA,F,1933,Charlie,34
GA,F,1934,Charlie,42
GA,F,1935,Charlie,27
GA,F,1936,Charlie,22
GA,F,1937,Charlie,44
GA,F,1938,Charlie,34
GA,F,1939,Charlie,40
GA,F,1940,Charlie,35
GA,F,1941,Charlie,24
GA,F,1942,Charlie,35
GA,F,1943,Charlie,33
GA,F,1944,Charlie,29
GA,F,1945,Charlie,29
GA,F,1946,Charlie,25
GA,F,1947,Charlie,18
GA,F,1948,Charlie,30
GA,F,1949,Charlie,27
GA,F,1950,Charlie,20
GA,F,1951,Charlie,23
GA,F,1952,Charlie,17
GA,F,1953,Charlie,17
GA,F,1954,Charlie,16
GA,F,1955,Charlie,16
GA,F,1956,Charlie,17
GA,F,1957,Charlie,18
GA,F,1958,Charlie,10
GA,F,1959,Charlie,6
GA,F,1960,Charlie,6
GA,F,1961,Charlie,14
GA,F,1962,Charlie,7
GA,F,1963,Charlie,7
GA,F,1965,Charlie,5
GA,F,1967,Charlie,5
GA,F,1979,Charlie,5
GA,F,1984,Charlie,5
GA,F,1987,Charlie,10
GA,F,1988,Charlie,7
GA,F,1990,Charlie,5
GA,F,1991,Charlie,7
GA,F,1993,Charlie,5
GA,F,1994,Charlie,5
GA,F,1995,Charlie,7
GA,F,1996,Charlie,7
GA,F,1998,Charlie,7
GA,F,2001,Charlie,6
GA,F,2002,Charlie,5
GA,F,2004,Charlie,7
GA,F,2005,Charlie,9
GA,F,2006,Charlie,10
GA,F,2007,Charlie,9
GA,F,2008,Charlie,7
GA,F,2009,Charlie,25
GA,F,2010,Charlie,18
GA,F,2011,Charlie,38
GA,F,2012,Charlie,30
GA,F,2013,Charlie,51
GA,F,2014,Charlie,62
GA,F,2014,Oakley,11
GA,F,2015,Charlie,55
GA,F,2016,Charlie,69
GA,F,2016,Oakley,6
GA,F,2017,Charlie,88
GA,F,2017,Oakley,17
GA,F,2018,Charlie,74
GA,F,2018,Oakley,14
GA,F,2019,Charlie,81
GA,F,2019,Oakley,18
GA,F,2020,Charlie,67
GA,F,2020,Oakley,47
GA,F,2021,Charlie,87
GA,F,2021,Oakley,43
GA,F,2022,Charlie,96
GA,F,2022,Oakley,57
GA,M,1910,Charlie,207
GA,M,1911,Charlie,173
GA,M,1912,Charlie,251
GA,M,1913,Charlie,275
GA,M,1914,Charlie,334
GA,M,1915,Charlie,375
GA,M,1916,Charlie,414
GA,M,1917,Charlie,404
GA,M,1918,Charlie,447
GA,M,1919,Charlie,503
GA,M,1920,Charlie,478
GA,M,1921,Charlie,455
GA,M,1922,Charlie,427
GA,M,1923,Charlie,369
GA,M,1924,Charlie,411
GA,M,1925,Charlie,426
GA,M,1926,Charlie,379
GA,M,1927,Charlie,361
GA,M,1928,Charlie,439
GA,M,1929,Charlie,350
GA,M,1930,Charlie,335
GA,M,1931,Charlie,316
GA,M,1932,Charlie,356
GA,M,1933,Charlie,328
GA,M,1934,Charlie,272
GA,M,1935,Charlie,343
GA,M,1936,Charlie,289
GA,M,1937,Charlie,290
GA,M,1938,Charlie,249
GA,M,1939,Charlie,305
GA,M,1940,Charlie,286
GA,M,1941,Charlie,259
GA,M,1942,Charlie,296
GA,M,1943,Charlie,308
GA,M,1944,Charlie,288
GA,M,1945,Charlie,305
GA,M,1946,Charlie,268
GA,M,1947,Charlie,309
GA,M,1948,Charlie,326
GA,M,1949,Charlie,317
GA,M,1950,Charlie,287
GA,M,1951,Charlie,265
GA,M,1952,Charlie,282
GA,M,1953,Charlie,234
GA,M,1954,Charlie,252
GA,M,1955,Charlie,206
GA,M,1956,Charlie,214
GA,M,1957,Charlie,194
GA,M,1958,Charlie,160
GA,M,1959,Charlie,171
GA,M,1960,Charlie,133
GA,M,1961,Charlie,132
GA,M,1962,Charlie,119
GA,M,1963,Charlie,128
GA,M,1964,Charlie,115
GA,M,1965,Charlie,87
GA,M,1966,Charlie,88
GA,M,1967,Charlie,95
GA,M,1968,Charlie,71
GA,M,1969,Charlie,78
GA,M,1970,Charlie,68
GA,M,1971,Charlie,89
GA,M,1972,Charlie,69
GA,M,1973,Charlie,68
GA,M,1974,Charlie,42
GA,M,1975,Charlie,49
GA,M,1976,Charlie,53
GA,M,1977,Charlie,45
GA,M,1978,Charlie,52
GA,M,1979,Charlie,76
GA,M,1980,Charlie,56
GA,M,1981,Charlie,46
GA,M,1982,Charlie,46
GA,M,1983,Charlie,52
GA,M,1984,Charlie,42
GA,M,1985,Charlie,48
GA,M,1986,Charlie,39
GA,M,1987,Charlie,41
GA,M,1988,Charlie,32
GA,M,1989,Charlie,34
GA,M,1990,Charlie,32
GA,M,1991,Charlie,32
GA,M,1992,Charlie,31
GA,M,1993,Charlie,27
GA,M,1994,Charlie,21
GA,M,1995,Charlie,21
GA,M,1996,Charlie,22
GA,M,1997,Charlie,26
GA,M,1998,Charlie,27
GA,M,1999,Charlie,36
GA,M,2000,Charlie,26
GA,M,2001,Charlie,27
GA,M,2002,Charlie,43
GA,M,2003,Charlie,30
GA,M,2004,Charlie,31
GA,M,2005,Charlie,44
GA,M,2006,Charlie,41
GA,M,2007,Charlie,41
GA,M,2008,Charlie,37
GA,M,2009,Charlie,32
GA,M,2010,Charlie,39
GA,M,2011,Charlie,46
GA,M,2012,Charlie,62
GA,M,2012,Oakley,10
GA,M,2013,Charlie,57
GA,M,2013,Oakley,6
GA,M,2014,Charlie,59
GA,M,2014,Oakley,8
GA,M,2015,Charlie,57
GA,M,2015,Oakley,9
GA,M,2016,Charlie,55
GA,M,2016,Oakley,11
GA,M,2017,Charlie,53
GA,M,2017,Oakley,20
GA,M,2018,Charlie,47
GA,M,2018,Oakley,12
GA,M,2019,Charlie,63
GA,M,2019,Oakley,16
GA,M,2020,Charlie,68
GA,M,2020,Oakley,13
GA,M,2021,Charlie,67
GA,M,2021,Oakley,20
GA,M,2022,Charlie,100
GA,M,2022,Oakley,15
HI,F,2013,Charlie,10
HI,F,2016,Charlie,7
HI,F,2017,Charlie,9
HI,F,2018,Charlie,11
HI,F,2019,Charlie,12
HI,F,2020,Charlie,11
HI,F,2021,Charlie,7
HI,F,2022,Charlie,7
HI,M,1976,Charlie,5
HI,M,1978,Charlie,8
HI,M,2013,Charlie,6
HI,M,2018,Charlie,7
HI,M,2019,Charlie,5
HI,M,2020,Charlie,5
HI,M,2022,Charlie,5
IA,F,1986,Charlie,5
IA,F,1997,Charlie,7
IA,F,1998,Charlie,5
IA,F,2003,Charlie,5
IA,F,2006,Charlie,12
IA,F,2007,Charlie,8
IA,F,2008,Charlie,8
IA,F,2009,Charlie,7
IA,F,2010,Charlie,10
IA,F,2011,Charlie,15
IA,F,2012,Charlie,19
IA,F,2013,Charlie,16
IA,F,2013,Oakley,9
IA,F,2014,Charlie,18
IA,F,2015,Charlie,18
IA,F,2015,Oakley,9
IA,F,2016,Charlie,25
IA,F,2016,Oakley,17
IA,F,2017,Charlie,22
IA,F,2017,Oakley,13
IA,F,2018,Charlie,16
IA,F,2018,Oakley,16
IA,F,2019,Charlie,18
IA,F,2019,Oakley,18
IA,F,2020,Charlie,30
IA,F,2020,Oakley,19
IA,F,2021,Oakley,31
IA,F,2021,Charlie,25
IA,F,2022,Oakley,37
IA,F,2022,Charlie,23
IA,M,1912,Charlie,8
IA,M,1914,Charlie,6
IA,M,1915,Charlie,6
IA,M,1916,Charlie,7
IA,M,1917,Charlie,5
IA,M,1918,Charlie,5
IA,M,1919,Charlie,7
IA,M,1920,Charlie,8
IA,M,1921,Charlie,9
IA,M,1922,Charlie,6
IA,M,1925,Charlie,6
IA,M,1926,Charlie,5
IA,M,1927,Charlie,6
IA,M,1928,Charlie,5
IA,M,1930,Charlie,8
IA,M,1934,Charlie,7
IA,M,1940,Charlie,5
IA,M,1946,Charlie,5
IA,M,1951,Charlie,6
IA,M,1959,Charlie,5
IA,M,1960,Charlie,5
IA,M,1963,Charlie,5
IA,M,1964,Charlie,5
IA,M,1965,Charlie,6
IA,M,1969,Charlie,5
IA,M,1979,Charlie,6
IA,M,1987,Charlie,5
IA,M,1991,Charlie,5
IA,M,1996,Charlie,5
IA,M,1999,Charlie,5
IA,M,2003,Charlie,6
IA,M,2004,Charlie,9
IA,M,2005,Charlie,10
IA,M,2006,Charlie,15
IA,M,2007,Charlie,13
IA,M,2008,Charlie,27
IA,M,2009,Charlie,29
IA,M,2010,Charlie,21
IA,M,2011,Charlie,37
IA,M,2012,Charlie,40
IA,M,2013,Charlie,28
IA,M,2014,Charlie,28
IA,M,2014,Oakley,8
IA,M,2015,Charlie,31
IA,M,2015,Oakley,12
IA,M,2016,Charlie,24
IA,M,2016,Oakley,11
IA,M,2017,Charlie,35
IA,M,2017,Oakley,12
IA,M,2018,Charlie,29
IA,M,2018,Oakley,8
IA,M,2019,Charlie,29
IA,M,2019,Oakley,10
IA,M,2020,Charlie,31
IA,M,2020,Oakley,18
IA,M,2021,Charlie,26
IA,M,2021,Oakley,21
IA,M,2022,Charlie,33
IA,M,2022,Oakley,9
ID,F,2004,Oakley,5
ID,F,2006,Oakley,8
ID,F,2006,Charlie,5
ID,F,2007,Charlie,7
ID,F,2007,Oakley,6
ID,F,2008,Oakley,8
ID,F,2008,Charlie,5
ID,F,2010,Oakley,12
ID,F,2010,Charlie,5
ID,F,2011,Oakley,13
ID,F,2012,Oakley,18
ID,F,2012,Charlie,8
ID,F,2013,Oakley,20
ID,F,2013,Charlie,9
ID,F,2014,Oakley,23
ID,F,2014,Charlie,14
ID,F,2015,Oakley,29
ID,F,2015,Charlie,17
ID,F,2016,Oakley,23
ID,F,2016,Charlie,13
ID,F,2017,Oakley,31
ID,F,2017,Charlie,21
ID,F,2018,Oakley,38
ID,F,2018,Charlie,20
ID,F,2019,Oakley,34
ID,F,2019,Charlie,19
ID,F,2020,Oakley,36
ID,F,2020,Charlie,23
ID,F,2021,Oakley,39
ID,F,2021,Charlie,20
ID,F,2022,Oakley,35
ID,F,2022,Charlie,31
ID,M,1936,Charlie,5
ID,M,1952,Charlie,6
ID,M,1960,Charlie,5
ID,M,1967,Charlie,5
ID,M,1975,Charlie,5
ID,M,1978,Charlie,5
ID,M,1980,Charlie,5
ID,M,2001,Charlie,5
ID,M,2006,Charlie,7
ID,M,2007,Charlie,7
ID,M,2008,Charlie,12
ID,M,2009,Charlie,13
ID,M,2009,Oakley,6
ID,M,2010,Charlie,9
ID,M,2011,Charlie,17
ID,M,2012,Oakley,6
ID,M,2012,Charlie,5
ID,M,2013,Charlie,8
ID,M,2013,Oakley,5
ID,M,2014,Charlie,9
ID,M,2014,Oakley,7
ID,M,2015,Charlie,9
ID,M,2015,Oakley,6
ID,M,2016,Charlie,10
ID,M,2016,Oakley,9
ID,M,2017,Charlie,12
ID,M,2017,Oakley,7
ID,M,2018,Charlie,15
ID,M,2019,Charlie,17
ID,M,2019,Oakley,6
ID,M,2020,Charlie,14
ID,M,2020,Oakley,11
ID,M,2021,Charlie,15
ID,M,2021,Oakley,14
ID,M,2022,Charlie,21
ID,M,2022,Oakley,5
IL,F,1922,Charlie,5
IL,F,1988,Charlie,5
IL,F,1991,Charlie,6
IL,F,1992,Charlie,7
IL,F,1998,Charlie,5
IL,F,1999,Charlie,8
IL,F,2001,Charlie,5
IL,F,2002,Charlie,5
IL,F,2006,Charlie,11
IL,F,2007,Charlie,19
IL,F,2008,Charlie,12
IL,F,2009,Charlie,20
IL,F,2010,Charlie,20
IL,F,2011,Charlie,17
IL,F,2012,Charlie,28
IL,F,2013,Charlie,30
IL,F,2013,Oakley,6
IL,F,2014,Charlie,42
IL,F,2014,Oakley,5
IL,F,2015,Charlie,53
IL,F,2015,Oakley,16
IL,F,2016,Charlie,61
IL,F,2016,Oakley,15
IL,F,2017,Charlie,55
IL,F,2017,Oakley,9
IL,F,2018,Charlie,49
IL,F,2018,Oakley,15
IL,F,2019,Charlie,46
IL,F,2019,Oakley,20
IL,F,2020,Charlie,59
IL,F,2020,Oakley,22
IL,F,2021,Charlie,63
IL,F,2021,Oakley,46
IL,F,2022,Charlie,59
IL,F,2022,Oakley,49
IL,M,1910,Charlie,10
IL,M,1911,Charlie,7
IL,M,1912,Charlie,8
IL,M,1913,Charlie,7
IL,M,1914,Charlie,17
IL,M,1915,Charlie,18
IL,M,1915,Oakley,5
IL,M,1916,Charlie,12
IL,M,1917,Charlie,20
IL,M,1918,Charlie,19
IL,M,1919,Charlie,10
IL,M,1920,Charlie,10
IL,M,1921,Charlie,15
IL,M,1922,Charlie,8
IL,M,1923,Charlie,13
IL,M,1924,Charlie,15
IL,M,1925,Charlie,18
IL,M,1926,Charlie,15
IL,M,1927,Charlie,13
IL,M,1928,Charlie,18
IL,M,1929,Charlie,19
IL,M,1930,Charlie,10
IL,M,1931,Charlie,14
IL,M,1932,Charlie,10
IL,M,1933,Charlie,14
IL,M,1934,Charlie,6
IL,M,1935,Charlie,7
IL,M,1936,Charlie,11
IL,M,1937,Charlie,10
IL,M,1938,Charlie,10
IL,M,1939,Charlie,5
IL,M,1940,Charlie,9
IL,M,1941,Charlie,11
IL,M,1942,Charlie,12
IL,M,1943,Charlie,11
IL,M,1944,Charlie,12
IL,M,1945,Charlie,11
IL,M,1946,Charlie,11
IL,M,1947,Charlie,15
IL,M,1948,Charlie,19
IL,M,1949,Charlie,23
IL,M,1950,Charlie,17
IL,M,1951,Charlie,17
IL,M,1952,Charlie,16
IL,M,1953,Charlie,12
IL,M,1954,Charlie,19
IL,M,1955,Charlie,27
IL,M,1956,Charlie,38
IL,M,1957,Charlie,25
IL,M,1958,Charlie,35
IL,M,1959,Charlie,33
IL,M,1960,Charlie,30
IL,M,1961,Charlie,35
IL,M,1962,Charlie,35
IL,M,1963,Charlie,41
IL,M,1964,Charlie,36
IL,M,1965,Charlie,25
IL,M,1966,Charlie,32
IL,M,1967,Charlie,27
IL,M,1968,Charlie,22
IL,M,1969,Charlie,17
IL,M,1970,Charlie,29
IL,M,1971,Charlie,22
IL,M,1972,Charlie,29
IL,M,1973,Charlie,14
IL,M,1974,Charlie,22
IL,M,1975,Charlie,26
IL,M,1976,Charlie,26
IL,M,1977,Charlie,21
IL,M,1978,Charlie,21
IL,M,1979,Charlie,23
IL,M,1980,Charlie,22
IL,M,1981,Charlie,18
IL,M,1982,Charlie,19
IL,M,1983,Charlie,19
IL,M,1984,Charlie,13
IL,M,1985,Charlie,14
IL,M,1986,Charlie,17
IL,M,1987,Charlie,13
IL,M,1988,Charlie,20
IL,M,1989,Charlie,20
IL,M,1990,Charlie,17
IL,M,1991,Charlie,16
IL,M,1992,Charlie,20
IL,M,1993,Charlie,21
IL,M,1994,Charlie,19
IL,M,1995,Charlie,12
IL,M,1996,Charlie,15
IL,M,1997,Charlie,20
IL,M,1998,Charlie,20
IL,M,1999,Charlie,32
IL,M,2000,Charlie,25
IL,M,2001,Charlie,24
IL,M,2002,Charlie,22
IL,M,2003,Charlie,35
IL,M,2004,Charlie,47
IL,M,2005,Charlie,52
IL,M,2006,Charlie,47
IL,M,2007,Charlie,51
IL,M,2008,Charlie,64
IL,M,2009,Charlie,68
IL,M,2010,Charlie,70
IL,M,2011,Charlie,73
IL,M,2012,Charlie,59
IL,M,2012,Oakley,6
IL,M,2013,Charlie,77
IL,M,2013,Oakley,7
IL,M,2014,Charlie,69
IL,M,2014,Oakley,9
IL,M,2015,Charlie,58
IL,M,2015,Oakley,17
IL,M,2016,Charlie,72
IL,M,2016,Oakley,17
IL,M,2017,Charlie,54
IL,M,2017,Oakley,20
IL,M,2018,Charlie,79
IL,M,2018,Oakley,28
IL,M,2019,Charlie,77
IL,M,2019,Oakley,24
IL,M,2020,Charlie,85
IL,M,2020,Oakley,22
IL,M,2021,Charlie,77
IL,M,2021,Oakley,28
IL,M,2022,Charlie,70
IL,M,2022,Oakley,23
IN,F,1995,Charlie,7
IN,F,2002,Charlie,7
IN,F,2005,Charlie,5
IN,F,2006,Charlie,8
IN,F,2007,Charlie,5
IN,F,2008,Charlie,8
IN,F,2009,Charlie,12
IN,F,2010,Charlie,17
IN,F,2011,Charlie,19
IN,F,2011,Oakley,6
IN,F,2012,Charlie,30
IN,F,2013,Charlie,40
IN,F,2013,Oakley,13
IN,F,2014,Charlie,28
IN,F,2014,Oakley,15
IN,F,2015,Charlie,37
IN,F,2015,Oakley,11
IN,F,2016,Charlie,49
IN,F,2016,Oakley,18
IN,F,2017,Charlie,44
IN,F,2017,Oakley,30
IN,F,2018,Charlie,48
IN,F,2018,Oakley,28
IN,F,2019,Charlie,57
IN,F,2019,Oakley,42
IN,F,2020,Oakley,51
IN,F,2020,Charlie,47
IN,F,2021,Charlie,68
IN,F,2021,Oakley,57
IN,F,2022,Oakley,73
IN,F,2022,Charlie,53
IN,M,1912,Charlie,5
IN,M,1914,Charlie,5
IN,M,1915,Charlie,5
IN,M,1916,Charlie,7
IN,M,1917,Charlie,6
IN,M,1918,Charlie,8
IN,M,1919,Charlie,7
IN,M,1920,Charlie,6
IN,M,1921,Charlie,5
IN,M,1926,Charlie,7
IN,M,1928,Charlie,6
IN,M,1932,Charlie,9
IN,M,1933,Charlie,6
IN,M,1936,Charlie,6
IN,M,1938,Charlie,5
IN,M,1939,Charlie,5
IN,M,1940,Charlie,5
IN,M,1942,Charlie,10
IN,M,1943,Charlie,8
IN,M,1944,Charlie,10
IN,M,1945,Charlie,10
IN,M,1946,Charlie,9
IN,M,1947,Charlie,9
IN,M,1948,Charlie,5
IN,M,1949,Charlie,10
IN,M,1950,Charlie,14
IN,M,1951,Charlie,5
IN,M,1952,Charlie,7
IN,M,1953,Charlie,13
IN,M,1954,Charlie,6
IN,M,1955,Charlie,9
IN,M,1956,Charlie,9
IN,M,1957,Charlie,12
IN,M,1958,Charlie,19
IN,M,1959,Charlie,13
IN,M,1960,Charlie,17
IN,M,1961,Charlie,18
IN,M,1962,Charlie,14
IN,M,1963,Charlie,17
IN,M,1964,Charlie,13
IN,M,1965,Charlie,13
IN,M,1966,Charlie,10
IN,M,1967,Charlie,7
IN,M,1968,Charlie,13
IN,M,1969,Charlie,13
IN,M,1970,Charlie,15
IN,M,1971,Charlie,7
IN,M,1972,Charlie,6
IN,M,1973,Charlie,9
IN,M,1975,Charlie,11
IN,M,1976,Charlie,10
IN,M,1977,Charlie,9
IN,M,1978,Charlie,7
IN,M,1979,Charlie,12
IN,M,1980,Charlie,9
IN,M,1982,Charlie,5
IN,M,1988,Charlie,5
IN,M,1989,Charlie,6
IN,M,1991,Charlie,5
IN,M,1992,Charlie,9
IN,M,1997,Charlie,6
IN,M,1998,Charlie,5
IN,M,1999,Charlie,6
IN,M,2000,Charlie,8
IN,M,2001,Charlie,10
IN,M,2002,Charlie,9
IN,M,2003,Charlie,6
IN,M,2004,Charlie,12
IN,M,2005,Charlie,16
IN,M,2005,Oakley,5
IN,M,2006,Charlie,10
IN,M,2007,Charlie,18
IN,M,2008,Charlie,19
IN,M,2009,Charlie,31
IN,M,2009,Oakley,7
IN,M,2010,Charlie,36
IN,M,2010,Oakley,9
IN,M,2011,Charlie,23
IN,M,2012,Charlie,35
IN,M,2013,Charlie,29
IN,M,2013,Oakley,18
IN,M,2014,Charlie,31
IN,M,2014,Oakley,10
IN,M,2015,Charlie,37
IN,M,2015,Oakley,23
IN,M,2016,Charlie,30
IN,M,2016,Oakley,21
IN,M,2017,Charlie,47
IN,M,2017,Oakley,30
IN,M,2018,Charlie,38
